"time" "local_1" "local_2" "mag" "mag_err" "sky" "sky_err" "mag_delta" "mag_sigma"
"29" 2411 588.081 63.105 22.7308 0.0820849 24.2069 0.669722222222222 0.0384395121951222 0.468289687812523
"30" 2497 588.081 63.105 22.8497 0.091592 24.2263 0.693611111111111 0.157339512195122 1.71783029298544
"31" 2584 588.081 63.105 22.8536 0.0849963 24.2224 0.717777777777778 0.161239512195124 1.89701801366793
"32" 2670 588.081 63.105 22.7788 0.080444 24.2188 0.741666666666667 0.086439512195124 1.07453025949883
"33" 2756 588.081 63.105 22.8337 0.0885113 24.2323 0.765555555555556 0.141339512195124 1.59685274304099
"34" 2843 588.081 63.105 23.0279 0.0925851 24.2553 0.789722222222222 0.335539512195123 3.62411999549736
"35" 2929 588.081 63.105 23.1462 0.101679 24.2538 0.813611111111111 0.453839512195124 4.46345373376139
"36" 3015 588.081 63.105 23.1922 0.113291 24.2527 0.8375 0.499839512195123 4.41199664752825
"37" 3101 588.081 63.105 23.0778 0.0944908 24.2396 0.861388888888889 0.385439512195124 4.07912211765721
"38" 3187 588.081 63.105 22.9281 0.0868114 24.2206 0.885277777777778 0.235739512195124 2.71553634885654
"39" 3273 588.081 63.105 22.8317 0.0950925 24.2228 0.909166666666667 0.139339512195125 1.46530496301102
"40" 3359 588.081 63.105 22.9197 0.082427 24.2294 0.933055555555556 0.227339512195122 2.75807092572971
"41" 3445 588.081 63.105 22.9842 0.0951909 24.2269 0.956944444444444 0.291839512195125 3.06583415216292
"42" 3531 588.081 63.105 22.9592 0.09798 24.2291 0.980833333333333 0.266839512195123 2.72340796279978
"43" 3617 588.081 63.105 22.7473 0.0850919 24.2131 1.00472222222222 0.0549395121951228 0.645649141635371
"44" 3704 588.081 63.105 22.8119 0.0893627 24.2211 1.02888888888889 0.119539512195125 1.33768912751209
"45" 3791 588.081 63.105 22.7781 0.0816079 24.2496 1.05305555555556 0.0857395121951221 1.05062760094454
"46" 3877 588.081 63.105 22.9338 0.101111 24.2631 1.07694444444444 0.241439512195125 2.38786593145281
"47" 3963 588.081 63.105 23.0138 0.0972757 24.249 1.10083333333333 0.321439512195123 3.30441736420425
"48" 4049 588.081 63.105 22.4287 0.0812088 24.2323 1.12472222222222 -0.263660487804877 -3.24669848347565
"49" 4135 588.081 63.105 21.5265 0.0780268 24.2181 1.14861111111111 -1.16586048780488 -14.9417954831529
"50" 4222 588.081 63.105 21.9995 0.0771546 24.2264 1.17277777777778 -0.692860487804875 -8.98015786232934
"51" 4309 588.081 63.105 22.3457 0.0803333 24.2012 1.19694444444444 -0.346660487804876 -4.31527757237504
"52" 4395 588.081 63.105 22.5081 0.0735781 24.2109 1.22083333333333 -0.184260487804877 -2.50428439718989
"53" 4481 588.081 63.105 22.1431 0.102202 24.2131 1.24472222222222 -0.549260487804876 -5.37426359371515
"54" 4568 588.081 63.105 22.2203 0.0740398 24.2394 1.26888888888889 -0.472060487804875 -6.37576665259596
"55" 4654 588.081 63.105 22.4104 0.0758447 24.2432 1.29277777777778 -0.281960487804877 -3.71760304681642
"56" 4740 588.081 63.105 22.1199 0.0774932 24.2295 1.31666666666667 -0.572460487804875 -7.38723510972415
"57" 4826 588.081 63.105 21.7249 0.0772671 24.2385 1.34055555555556 -0.967460487804875 -12.5209887235948
"58" 4912 588.081 63.105 22.3477 0.075087 24.28 1.36444444444444 -0.344660487804877 -4.59014859835759
"59" 4998 588.081 63.105 21.8242 0.0747259 24.2668 1.38833333333333 -0.868160487804875 -11.6179328426272
"60" 5084 588.081 63.105 21.9869 0.0711174 24.261 1.41222222222222 -0.705460487804878 -9.91966083975058
"61" 5170 588.081 63.105 21.9448 0.0746436 24.2452 1.43611111111111 -0.747560487804876 -10.0150647584639
"62" 5257 588.081 63.105 22.3543 0.0728147 24.2632 1.46027777777778 -0.338060487804878 -4.64275054082318
"63" 5344 588.081 63.105 22.2453 0.0778023 24.2613 1.48444444444444 -0.447060487804876 -5.74610889144506
"64" 5431 588.081 63.105 22.2789 0.0725573 24.2619 1.50861111111111 -0.413460487804876 -5.69839957943413
"65" 5517 588.081 63.105 22.0321 0.0696102 24.2663 1.5325 -0.660260487804877 -9.485111202164
"66" 5604 588.081 63.105 22.5183 0.0755428 24.2743 1.55666666666667 -0.174060487804876 -2.30413074184272
"67" 5690 588.081 63.105 22.3204 0.077616 24.2564 1.58055555555556 -0.371960487804877 -4.79231714858891
"68" 5776 588.081 63.105 22.3907 0.0741956 24.2553 1.60444444444444 -0.301660487804877 -4.06574632195005
"69" 5862 588.081 63.105 22.2381 0.0716471 24.2715 1.62833333333333 -0.454260487804877 -6.34024947003964
"70" 5948 588.081 63.105 22.5653 0.077195 24.2734 1.65222222222222 -0.127060487804876 -1.64596784513085
"71" 6035 588.081 63.105 22.5168 0.076017 24.2694 1.67638888888889 -0.175560487804876 -2.30948982207765
"72" 6121 588.081 63.105 22.2646 0.0663221 24.2634 1.70027777777778 -0.427760487804875 -6.44974281280109
"73" 6208 588.081 63.105 22.4617 0.0700051 24.2698 1.72444444444444 -0.230660487804876 -3.29490976807227
"74" 6294 588.081 63.105 22.2529 0.0688481 24.2831 1.74833333333333 -0.439460487804876 -6.38304452562781
"75" 6380 588.081 63.105 22.6165 0.072 24.2962 1.77222222222222 -0.0758604878048779 -1.05361788617886
"76" 6466 588.081 63.105 22.7805 0.0941301 24.3007 1.79611111111111 0.0881395121951236 0.936358425149061
"77" 6552 588.081 63.105 22.7092 0.0749437 24.3159 1.82 0.0168395121951228 0.224695500690823
"78" 6638 588.081 63.105 22.6878 0.0797006 24.3375 1.84388888888889 -0.00456048780487706 -0.0572202443253508
"79" 6724 588.081 63.105 22.7089 0.0809903 24.3525 1.86777777777778 0.0165395121951235 0.204215964073766
"80" 6810 588.081 63.105 22.7044 0.0746692 24.3533 1.89166666666667 0.0120395121951233 0.161237996324098
"81" 6897 588.081 63.105 22.5147 0.0768291 24.346 1.91583333333333 -0.177660487804875 -2.31241141448846
"82" 6983 588.081 63.105 22.6476 0.0727364 24.3876 1.93972222222222 -0.0447604878048757 -0.615379477192654
"83" 7069 588.081 63.105 22.7559 0.0789107 24.3984 1.96361111111111 0.0635395121951241 0.805207813327269
"84" 7155 588.081 63.105 22.789 0.0788828 24.41 1.9875 0.0966395121951251 1.22510245826879
"85" 7241 588.081 63.105 22.9026 0.105193 24.4021 2.01138888888889 0.210239512195123 1.99860743771091
"86" 7328 588.081 63.105 22.3157 0.0702489 24.3933 2.03555555555556 -0.376660487804877 -5.3617990858914
"87" 7414 588.081 63.105 22.4613 0.0766939 24.3739 2.05944444444444 -0.231060487804875 -3.01276226407674
"88" 7500 588.081 63.105 22.6345 0.0774651 24.3693 2.08333333333333 -0.0578604878048772 -0.746923295843898
"89" 7587 588.081 63.105 21.9167 0.0700781 24.351 2.1075 -0.775660487804878 -11.0685148114015
"90" 7673 588.081 63.105 22.7028 0.097332 24.3649 2.13138888888889 0.0104395121951235 0.107256731548961
"91" 7760 588.081 63.105 22.2817 0.0694889 24.352 2.15555555555556 -0.410660487804876 -5.90972785300783
"92" 7846 588.081 63.105 22.8269 0.0889093 24.396 2.17944444444444 0.134539512195122 1.51322203858451
"93" 7933 588.081 63.105 22.7581 0.0742027 24.3903 2.20361111111111 0.0657395121951225 0.885945015412142
"94" 8020 588.081 63.105 22.6484 0.0680307 24.4181 2.22777777777778 -0.0439604878048776 -0.646186027850332
"95" 8107 588.081 63.105 22.9712 0.095166 24.4371 2.25194444444444 0.278839512195123 2.93003291296391
"96" 8194 588.081 63.105 22.9624 0.0933928 24.4767 2.27611111111111 0.270039512195122 2.89143822859067
"97" 8280 588.081 63.105 22.6705 0.0760432 24.4963 2.3 -0.0218604878048758 -0.287474590823056
"98" 8367 588.081 63.105 22.7212 0.0748761 24.4805 2.32416666666667 0.0288395121951233 0.385163118740469
"99" 8454 588.081 63.105 22.5514 0.0783375 24.4875 2.34833333333333 -0.140960487804875 -1.79939987623903
"100" 8541 588.081 63.105 22.6093 0.0737641 24.504 2.3725 -0.0830604878048753 -1.12602862103483
"101" 8628 588.081 63.105 22.8078 0.0820299 24.5147 2.39666666666667 0.115439512195124 1.40728578475804
"102" 8715 588.081 63.105 22.6409 0.0713154 24.5106 2.42083333333333 -0.0514604878048779 -0.721590116649109
"103" 8801 588.081 63.105 22.4802 0.0696086 24.5109 2.44472222222222 -0.212160487804876 -3.04790626165267
"104" 8887 588.081 63.105 22.545 0.0756867 24.5294 2.46861111111111 -0.147360487804875 -1.9469799555916
"105" 8973 588.081 63.105 22.4091 0.0684297 24.5529 2.4925 -0.283260487804878 -4.13943781435368
"106" 9060 588.081 63.105 22.4324 0.0701064 24.5826 2.51666666666667 -0.259960487804875 -3.70808496520824
"107" 9147 588.081 63.105 22.5232 0.0753719 24.5974 2.54083333333333 -0.169160487804877 -2.24434421587989
"108" 9234 588.081 63.105 22.2551 0.0675892 24.5967 2.565 -0.437260487804878 -6.46938398153666
"109" 9321 588.081 63.105 22.4479 0.0675441 24.5938 2.58916666666667 -0.244460487804876 -3.61927226515529
"110" 9408 588.081 63.105 22.1962 0.0690379 24.567 2.61333333333333 -0.496160487804875 -7.18678418383055
"111" 9495 588.081 63.105 22.3235 0.0726553 24.5754 2.6375 -0.368860487804877 -5.07685589082802
"112" 9582 588.081 63.105 22.7472 0.0789341 24.588 2.66166666666667 0.0548395121951231 0.694750585553304
"113" 9669 588.081 63.105 22.684 0.0815451 24.5911 2.68583333333333 -0.00836048780487531 -0.102525937240561
"114" 9755 588.081 63.105 22.2162 0.0725019 24.5845 2.70972222222222 -0.476160487804876 -6.56755875094137
"115" 9842 588.081 63.105 22.5668 0.0735171 24.5907 2.73388888888889 -0.125560487804876 -1.70790860636336
"116" 9928 588.081 63.105 22.6421 0.0770271 24.6074 2.75777777777778 -0.0502604878048771 -0.652503960357811
"117" 10014 588.081 63.105 22.6575 0.0860976 24.601 2.78166666666667 -0.0348604878048775 -0.404895000614158
"118" 10101 588.081 63.105 22.776 0.0817649 24.6068 2.80583333333333 0.0836395121951234 1.02292685730825
"119" 10188 588.081 63.105 22.5358 0.0746482 24.6058 2.83 -0.156560487804878 -2.09731095732889
"120" 10275 588.081 63.105 22.6007 0.0709449 24.5977 2.85416666666667 -0.0916604878048766 -1.29199544723971
"121" 10361 588.081 63.105 22.7613 0.0790645 24.6004 2.87805555555556 0.0689395121951222 0.871940152598476
"122" 10447 588.081 63.105 22.6324 0.0788019 24.6028 2.90194444444444 -0.0599604878048758 -0.76090154939
"123" 10533 588.081 63.105 22.7227 0.0780238 24.6305 2.92583333333333 0.0303395121951233 0.38884945612907
"124" 10620 588.081 63.105 23.0319 0.0996126 24.6547 2.95 0.339539512195124 3.40860003850039
"125" 10706 588.081 63.105 23.0051 0.0902201 24.6495 2.97388888888889 0.312739512195122 3.46640617994352
"126" 10793 588.081 63.105 22.872 0.0853806 24.6717 2.99805555555556 0.179639512195124 2.10398512302705
"127" 10880 588.081 63.105 22.8821 0.0779897 24.7026 3.02222222222222 0.189739512195125 2.43287911346146
"128" 10967 588.081 63.105 22.6856 0.0797815 24.7298 3.04638888888889 -0.00676048780487548 -0.0847375369587621
"129" 11054 588.081 63.105 22.616 0.0769551 24.7271 3.07055555555556 -0.0763604878048767 -0.992273258106047
"130" 11141 588.081 63.105 22.7965 0.0842752 24.7244 3.09472222222222 0.104139512195125 1.23570768381594
"131" 11228 588.081 63.105 22.7641 0.0832545 24.7236 3.11888888888889 0.0717395121951228 0.861689304423458
"132" 11315 588.081 63.105 22.8981 0.0914716 24.7197 3.14305555555556 0.205739512195123 2.24921737670625
"133" 11401 588.081 63.105 22.9103 0.0861515 24.7256 3.16694444444444 0.217939512195123 2.5297239420686
"134" 11488 588.081 63.105 22.7989 0.100674 24.7153 3.19111111111111 0.106539512195123 1.05826243315179
"135" 11575 588.081 63.105 22.995 0.0933646 24.7059 3.21527777777778 0.302639512195125 3.24148030618805
"136" 11662 588.081 63.105 23.0528 0.101727 24.6725 3.23944444444444 0.360439512195125 3.54320398906018
"137" 11749 588.081 63.105 22.8618 0.0941785 24.655 3.26361111111111 0.169439512195122 1.79913156606999
"138" 11836 588.081 63.105 22.6477 0.0805339 24.6434 3.28777777777778 -0.044660487804876 -0.554555135227227
"139" 11923 588.081 63.105 22.5816 0.081339 24.6307 3.31194444444444 -0.110760487804875 -1.36171440274499
"140" 12010 588.081 63.105 22.3044 0.0794824 24.6366 3.33611111111111 -0.387960487804875 -4.8810867286956
"141" 12097 588.081 63.105 22.6239 0.0858262 24.6492 3.36027777777778 -0.0684604878048773 -0.79766420748999
"142" 12184 588.081 63.105 22.1959 0.0884733 24.6412 3.38444444444444 -0.496460487804875 -5.6114159617068
"143" 12271 588.081 63.105 22.0974 0.0958498 24.6503 3.40861111111111 -0.594960487804876 -6.20721678923562
"144" 12358 588.081 63.105 22.5167 0.0876262 24.6682 3.43277777777778 -0.175660487804876 -2.00465714369534
"145" 12445 588.081 63.105 22.3905 0.0786475 24.6723 3.45694444444444 -0.301860487804877 -3.83814473193524
"146" 12532 588.081 63.105 22.4395 0.0894676 24.6595 3.48111111111111 -0.252860487804877 -2.82627999191749
"147" 12619 588.081 63.105 22.546 0.0904036 24.655 3.50527777777778 -0.146360487804877 -1.61896747258823
"148" 12706 588.081 63.105 22.7263 0.0978752 24.6469 3.52944444444444 0.033939512195122 0.346763145261742
"149" 12793 588.081 63.105 22.8114 0.090484 24.6648 3.55361111111111 0.119039512195123 1.31558631575884
"150" 12880 588.081 63.105 22.6729 0.0867667 24.6619 3.57777777777778 -0.0194604878048779 -0.224285213162168
"151" 12967 588.081 63.105 22.5672 0.0795014 24.66 3.60194444444444 -0.125160487804877 -1.5743180347123
"152" 13054 588.081 63.105 22.6005 0.0778118 24.6769 3.62611111111111 -0.0918604878048761 -1.18054700964219
"153" 13141 588.081 63.105 22.5018 0.0715886 24.69 3.65027777777778 -0.190560487804877 -2.66188314626738
"154" 13228 588.081 63.105 22.5002 0.0867043 24.6879 3.67444444444444 -0.192160487804877 -2.21627402337458
"155" 13315 588.081 63.105 22.6294 0.0876374 24.6981 3.69861111111111 -0.062960487804876 -0.71842030691093
"156" 13402 588.081 63.105 22.5539 0.0885818 24.6849 3.72277777777778 -0.138460487804878 -1.56308054030148
"157" 13489 588.081 63.105 22.657 0.0734009 24.6885 3.74694444444444 -0.0353604878048763 -0.481744608102575
"158" 13576 588.081 63.105 22.6442 0.0867056 24.6632 3.77111111111111 -0.0481604878048749 -0.555448411692842
"159" 13663 588.081 63.105 22.662 0.0761018 24.6806 3.79527777777778 -0.0303604878048773 -0.398945725395159
"160" 13750 588.081 63.105 22.6291 0.0760664 24.6764 3.81944444444444 -0.0632604878048753 -0.831648241600434
"161" 13837 588.081 63.105 22.5944 0.0734599 24.6484 3.84361111111111 -0.0979604878048761 -1.33352329372727
"162" 13924 588.081 63.105 22.526 0.0804353 24.6183 3.86777777777778 -0.166360487804877 -2.06825222016797
"163" 14011 588.081 63.105 22.3277 0.072506 24.5911 3.89194444444444 -0.364660487804876 -5.02938360694117
"164" 14098 588.081 63.105 22.8034 0.0932825 24.5916 3.91611111111111 0.111039512195124 1.19035737887732
"165" 14185 588.081 63.105 22.9032 0.0900476 24.6072 3.94027777777778 0.210839512195122 2.34142289405961
"166" 14272 588.081 63.105 22.8102 0.077395 24.6167 3.96444444444444 0.117839512195122 1.52257267517439
"167" 14359 588.081 63.105 22.9694 0.0899544 24.6312 3.98861111111111 0.277039512195124 3.07977722262751
"168" 14446 588.081 63.105 22.7703 0.0728399 24.6361 4.01277777777778 0.0779395121951225 1.0700112465163
"169" 14533 588.081 63.105 22.8799 0.0819171 24.6321 4.03694444444444 0.187539512195123 2.28938173098319
"170" 14620 588.081 63.105 22.9043 0.0890497 24.6415 4.06111111111111 0.211939512195123 2.38001376978387
"171" 14707 588.081 63.105 22.9293 0.0900576 24.639 4.08527777777778 0.236939512195125 2.63097742106302
"172" 14794 588.081 63.105 23.0324 0.0929364 24.6345 4.10944444444444 0.340039512195123 3.65884101595417
"173" 14881 588.081 63.105 23.039 0.100183 24.6156 4.13361111111111 0.346639512195125 3.46006320628375
"174" 14968 588.081 63.105 22.8673 0.0836804 24.6035 4.15777777777778 0.174939512195124 2.09056735143622
"175" 15055 588.081 63.105 22.964 0.0958 24.603 4.18194444444444 0.271639512195122 2.83548551351902
"176" 15142 588.081 63.105 23.0773 0.105647 24.6023 4.20611111111111 0.384939512195125 3.64363883683516
"177" 15229 588.081 63.105 23.0205 0.0897228 24.6178 4.23027777777778 0.328139512195122 3.65725893747322
"178" 15316 588.081 63.105 23.0117 0.0986735 24.6224 4.25444444444444 0.319339512195125 3.2363249727143
"179" 15403 588.081 63.105 23.1022 0.0913981 24.6305 4.27861111111111 0.409839512195123 4.48411413579849
"180" 15490 588.081 63.105 23.1087 0.101114 24.6374 4.30277777777778 0.416339512195123 4.11752588360783
"181" 15576 588.081 63.105 23.0518 0.0970304 24.6477 4.32666666666667 0.359439512195124 3.70440101447715
"182" 15663 588.081 63.105 22.8957 0.0865689 24.6579 4.35083333333333 0.203339512195125 2.34887485222898
"183" 15750 588.081 63.105 22.8535 0.0922035 24.6504 4.375 0.161139512195124 1.74765070951888
"184" 15837 588.081 63.105 22.9078 0.0971293 24.6338 4.39916666666667 0.215439512195125 2.2180692354946
"185" 15924 588.081 63.105 22.9598 0.0986866 24.6224 4.42333333333333 0.267439512195125 2.70998810573193
"186" 16011 588.081 63.105 22.9847 0.0945387 24.5997 4.4475 0.292339512195124 3.09227345198447
"187" 16098 588.081 63.105 23.0632 0.105608 24.5849 4.47166666666667 0.370839512195122 3.51147178428833
"188" 16185 588.081 63.105 22.8455 0.0889235 24.5715 4.49583333333333 0.153139512195125 1.72214895044757
"189" 16272 588.081 63.105 22.9358 0.0963831 24.5805 4.52 0.243439512195124 2.52574893518806
"190" 16359 588.081 63.105 23.0505 0.111733 24.5778 4.54416666666667 0.358139512195123 3.20531545913135
"191" 16446 588.081 63.105 22.9707 0.0974592 24.5719 4.56833333333333 0.278339512195124 2.85595933678015
"192" 16533 588.081 63.105 22.9733 0.101604 24.5835 4.5925 0.280939512195122 2.76504381909297
"193" 16620 588.081 63.105 22.9782 0.103808 24.5735 4.61666666666667 0.285839512195125 2.75354030705846
"194" 16707 588.081 63.105 23.0737 0.112018 24.5736 4.64083333333333 0.381339512195122 3.404269958356
"195" 16794 588.081 63.105 23.0039 0.100355 24.5956 4.665 0.311539512195125 3.10437459214912
"196" 16881 588.081 63.105 22.7522 0.0955837 24.6107 4.68916666666667 0.0598395121951221 0.626043061684388
"197" 16968 588.081 63.105 22.7246 0.0906317 24.6121 4.71333333333333 0.0322395121951224 0.355720042712676
"198" 17055 588.081 63.105 22.9737 0.113096 24.6019 4.7375 0.281339512195125 2.48761682283303
"199" 17142 588.081 63.105 22.9553 0.0995618 24.6273 4.76166666666667 0.262939512195125 2.64096784303945
"200" 17229 588.081 63.105 23.0196 0.122632 24.6507 4.78583333333333 0.327239512195124 2.66846754676695
"201" 17316 588.081 63.105 22.8342 0.102517 24.6799 4.81 0.141839512195123 1.38357064872287
"202" 17403 588.081 63.105 22.6974 0.0920755 24.6766 4.83416666666667 0.00503951219512189 0.0547323902137038
"203" 17489 588.081 63.105 22.6472 0.0881293 24.6658 4.85805555555556 -0.0451604878048748 -0.512434432190824
"204" 17576 588.081 63.105 22.5522 0.0883443 24.624 4.88222222222222 -0.140160487804877 -1.58652553480957
"205" 17663 588.081 63.105 22.5828 0.107334 24.5923 4.90638888888889 -0.109560487804877 -1.02074354635882
