"time" "local_1" "local_2" "mag" "mag_err" "sky" "sky_err" "mag_delta" "mag_sigma"
"134" 11488 1004.541 56.027 20.8389 0.108181 24.3743 3.19111111111111 -0.0752248780487825 -0.695361274611831
"135" 11575 1004.541 56.027 21.002 0.0989189 24.3895 3.21527777777778 0.0878751219512175 0.888355227880794
"136" 11662 1004.541 56.027 20.9868 0.0998614 24.3629 3.23944444444444 0.0726751219512174 0.727759894726264
"137" 11749 1004.541 56.027 20.7368 0.0988159 24.3373 3.26361111111111 -0.177324878048783 -1.79449742449123
"138" 11836 1004.541 56.027 20.7177 0.10443 24.298 3.28777777777778 -0.196424878048781 -1.88092385376597
"139" 11923 1004.541 56.027 20.6886 0.1053 24.2719 3.31194444444444 -0.22552487804878 -2.14173673360665
"140" 12010 1004.541 56.027 20.5374 0.120422 24.2259 3.33611111111111 -0.37672487804878 -3.12837254030642
"141" 12097 1004.541 56.027 20.7509 0.115681 24.2867 3.36027777777778 -0.16322487804878 -1.41099124358175
"142" 12184 1004.621 56.165 20.4099 0.129006 24.2368 3.38444444444444 -0.504224878048781 -3.90853819240021
"143" 12271 1004.554 56.049 20.2034 0.125165 24.2005 3.40861111111111 -0.710724878048783 -5.67830366355437
"144" 12358 1004.541 56.027 20.7018 0.11092 24.3045 3.43277777777778 -0.212324878048783 -1.9142163545689
"145" 12445 1004.541 56.027 20.6115 0.112847 24.2972 3.45694444444444 -0.302624878048782 -2.68172727718754
"146" 12532 1004.541 56.027 20.6145 0.11853 24.2646 3.48111111111111 -0.299624878048782 -2.52784002403427
"147" 12619 1004.541 56.027 20.65 0.111892 24.2829 3.50527777777778 -0.264124878048783 -2.3605340690021
"148" 12706 1004.541 56.027 20.7752 0.106295 24.3022 3.52944444444444 -0.13892487804878 -1.30697472175342
"149" 12793 1004.541 56.027 20.8804 0.108177 24.3374 3.55361111111111 -0.0337248780487798 -0.311756455150168
"150" 12880 1004.541 56.027 20.7999 0.111908 24.3057 3.57777777777778 -0.11422487804878 -1.02070341752851
"151" 12967 1004.541 56.027 20.7452 0.113769 24.2717 3.60194444444444 -0.168924878048781 -1.48480586142781
"152" 13054 1004.541 56.027 20.8335 0.120493 24.2924 3.62611111111111 -0.0806248780487806 -0.669124995217818
"153" 13141 1004.541 56.027 20.7048 0.120441 24.2789 3.65027777777778 -0.209324878048783 -1.73798688194869
"154" 13228 1004.541 56.027 20.6722 0.125206 24.2588 3.67444444444444 -0.241924878048781 -1.93221473450778
"155" 13315 1004.541 56.027 20.7384 0.113773 24.3087 3.69861111111111 -0.175724878048783 -1.54452179382439
"156" 13402 1004.541 56.027 20.7709 0.124285 24.279 3.72277777777778 -0.14322487804878 -1.15239069918961
"157" 13489 1004.541 56.027 20.886 0.112875 24.3174 3.74694444444444 -0.0281248780487822 -0.249168354806486
"158" 13576 1004.541 56.027 20.8072 0.124249 24.2573 3.77111111111111 -0.10692487804878 -0.860569324894202
"159" 13663 1004.541 56.027 20.881 0.119576 24.3 3.79527777777778 -0.0331248780487812 -0.277019452471911
"160" 13750 1004.541 56.027 20.8001 0.130085 24.273 3.81944444444444 -0.114024878048781 -0.87654132335612
"161" 13837 1004.541 56.027 21.0154 0.14457 24.263 3.84361111111111 0.101275121951218 0.700526540438668
"162" 13924 1004.541 56.027 20.784 0.132928 24.2157 3.86777777777778 -0.130124878048782 -0.97891247930295
"163" 14011 1004.541 56.027 20.6217 0.134863 24.1907 3.89194444444444 -0.292424878048781 -2.16831064153089
"164" 14098 1004.541 56.027 21.0324 0.135892 24.2612 3.91611111111111 0.118275121951218 0.870361183522339
"165" 14185 1004.541 56.027 20.9913 0.166218 24.2979 3.94027777777778 0.0771751219512176 0.464300629000575
"166" 14272 1004.541 56.027 20.8762 0.172017 24.2849 3.96444444444444 -0.0379248780487806 -0.220471686221598
"167" 14359 1004.541 56.027 21.0324 0.165193 24.3137 3.98861111111111 0.118275121951218 0.715981439596216
"168" 14446 1004.541 56.027 20.8403 0.175843 24.3068 4.01277777777778 -0.0738248780487822 -0.419834045419961
"169" 14533 1004.541 56.027 20.9669 0.167184 24.3039 4.03694444444444 0.0527751219512176 0.315670889267021
"170" 14620 1004.541 56.027 21.0553 0.170073 24.3159 4.06111111111111 0.141175121951218 0.830085445374737
"171" 14707 1004.541 56.027 20.9813 0.165249 24.309 4.08527777777778 0.0671751219512196 0.406508492948336
"172" 14794 1004.541 56.027 21.1434 0.164354 24.3251 4.10944444444444 0.229275121951218 1.39500786078354
